Year,County_of_Residence,County_of_Residence_FIPS,Births,Ave_Age_of_Mother,Ave_OE_Gestational_Age_Wks,Ave_LMP_Gestational_Age_Wks,Ave_Birth_Weight_gms,Ave_Pre_pregnancy_BMI,Ave_Number_of_Prenatal_Wks,Net_earnings_by_place_of_residence,Percapita_personal_income,Population,Wage_and_salary_employment,Earnings_per_job_avg,Personal_income,Total_employment
2017,"Anchorage Borough, AK",02020,4136,28.92,38.59,38.73,3354.98,27.47,11.18,12103864,63173,294264,165532,71513,18589578,203929
2018,"Cochise County, AZ",04003,1354,27.34,38.59,38.62,3247.36,27.28,8.71,2416338,40308,126770,39145,54803,5109813,51617
2017,"Cochise County, AZ",04003,1335,27.28,38.59,38.64,3240.94,26.75,9.23,2326507,39165,124990,38973,53313,4895203,51109
2016,"Cochise County, AZ",04003,1529,27.25,38.59,38.59,3243.1,26.73,9.2,2288044,37621,125782,39484,52197,4732071,51240
2016,"Coconino County, AZ",04005,1612,28.09,38.65,38.72,3245.92,26.53,11.03,3667220,44279,140515,66848,46554,6221853,85046
2017,"Coconino County, AZ",04005,1508,28.14,38.43,38.53,3203.9,26.95,10.77,3904756,46662,141107,67925,48605,6584279,86713
2018,"Coconino County, AZ",04005,1506,28.18,38.5,38.62,3226.7,26.93,10.51,4035915,48129,142854,68244,49727,6875489,87538
2018,"Maricopa County, AZ",04013,51854,28.69,38.44,38.53,3281.98,27.06,11.09,134217269,47694,4410824,2093251,57745,210370180,2691946
2017,"Maricopa County, AZ",04013,52633,28.53,38.49,38.55,3283.31,26.84,11.2,126429260,45667,4329580,2027054,56125,197718381,2604897
2016,"Maricopa County, AZ",04013,54126,28.37,38.5,38.64,3287.15,26.6,11.13,119611991,43825,4258603,1968560,54814,186631841,2518468
2017,"Mohave County, AZ",04015,1753,26.97,38.49,38.61,3261.42,27.24,10.76,3082475,31742,207114,51056,40883,6574242,69977
2018,"Mohave County, AZ",04015,1796,27.09,38.52,38.78,3289.4,27.61,10.66,3237630,33148,209550,52152,41821,6946164,71666
2016,"Mohave County, AZ",04015,1802,26.55,38.57,38.77,3266.55,26.95,10.76,2942057,30286,205521,49720,39735,6224478,67884
2018,"Navajo County, AZ",04017,1381,27.14,38.35,38.59,3211.44,28.43,9.74,1498678,32165,110445,28301,42379,3552491,41331
2017,"Navajo County, AZ",04017,1508,26.94,38.42,38.47,3223.79,28.43,9.86,1418902,31008,109144,28339,40326,3384319,41072
2016,"Navajo County, AZ",04017,1497,27.12,38.38,38.52,3195.04,28.03,9.98,1368913,29677,108523,28568,39068,3220583,41003
2016,"Pima County, AZ",04019,11421,28.03,38.61,38.58,3276.42,26.99,10.01,21737581,39904,1017624,391980,48284,40607735,507505
2017,"Pima County, AZ",04019,10983,28.16,38.57,38.53,3267.92,27.06,9.95,23180773,42133,1027502,398246,50391,43291870,518656
2018,"Pima County, AZ",04019,10671,28.36,38.48,38.45,3244.32,27.16,9.56,24392332,44028,1039073,403189,52127,45748033,527392
2017,"Pinal County, AZ",04021,4392,27.72,38.49,38.58,3311.03,27.9,11.8,7285821,29587,432114,64117,41722,12784950,97069
2018,"Pinal County, AZ",04021,4498,27.81,38.48,38.65,3310.29,28.09,11.67,7835825,30644,447138,65581,42748,13701923,99749
2016,"Pinal County, AZ",04021,4470,27.54,38.59,38.7,3333.45,27.75,11.65,6804099,28535,417363,65160,41733,11909274,95229
2017,"Yavapai County, AZ",04025,1798,27.34,38.49,38.72,3254.48,26.33,11.76,3680462,38381,228055,66242,39718,8753027,99201
2016,"Yavapai County, AZ",04025,1868,27.47,38.47,38.64,3238.14,26.41,11.55,3466384,36511,224591,64934,38101,8200091,97402
2018,"Yavapai County, AZ",04025,1772,27.7,38.53,38.7,3260.13,26.5,11.43,3912082,40312,231993,68490,41079,9352066,102335
2017,"Yuma County, AZ",04027,2960,27.01,38.56,38.75,3365.06,28.26,9.94,4597285,35049,209756,73189,57293,7351746,88348
2018,"Yuma County, AZ",04027,3034,27.06,38.57,38.81,3336.28,28.52,9.7,4673007,35682,212128,74028,57704,7569100,89654
2016,"Yuma County, AZ",04027,3007,26.76,38.46,38.67,3311.83,28.1,10.13,4275742,33141,207520,73827,53143,6877378,88686
2018,"Benton County, AR",05007,3778,28.32,38.31,38.57,3291.23,27.05,11.37,8678441,88890,272608,131159,60316,24232084,163291
2016,"Benton County, AR",05007,3622,28.33,38.42,38.69,3315.55,26.69,11.33,7723191,82031,259234,125737,56336,21265196,155007
2017,"Benton County, AR",05007,3713,28.19,38.34,38.6,3296.2,27.0,11.14,8310226,84658,266504,128920,58902,22561813,160225
2017,"Faulkner County, AR",05045,1545,27.48,38.38,38.42,3284.37,27.13,11.38,2884176,36424,123397,44993,40381,4494650,59446
2018,"Faulkner County, AR",05045,1467,27.73,38.33,38.54,3297.1,28.69,11.46,2997367,37598,124806,45239,41676,4692463,60024
2016,"Faulkner County, AR",05045,1534,27.2,38.65,38.73,3336.01,26.58,11.09,2780331,35446,122100,45135,40131,4327931,58901
2016,"Pulaski County, AR",05119,5348,27.64,38.26,38.57,3186.16,25.7,10.17,11346187,47966,394386,274761,55643,18917078,324933
2017,"Pulaski County, AR",05119,5259,27.82,38.27,38.79,3184.81,26.7,10.78,11376833,49129,393616,276653,55787,19338099,328847
2018,"Pulaski County, AR",05119,5123,28.06,38.17,38.33,3172.79,28.02,10.28,11676869,51185,392680,278115,56804,20099504,331745
2017,"Saline County, AR",05125,1275,28.22,38.28,38.87,3276.52,26.11,11.33,3066297,40160,119669,26333,35787,4805951,38930
2018,"Saline County, AR",05125,1339,27.95,38.28,38.54,3288.69,27.65,10.78,3195832,41397,121421,27175,36533,5026456,40093
2016,"Saline County, AR",05125,1326,27.9,38.36,38.87,3286.18,25.4,10.91,2979011,39583,117695,25854,35534,4658737,37742
2018,"Sebastian County, AR",05131,1662,26.81,38.37,38.53,3268.5,28.35,9.51,3100029,42110,127753,70803,50487,5379631,85747
2017,"Sebastian County, AR",05131,1828,26.96,38.25,38.43,3237.79,27.97,9.44,3018433,40486,127865,70764,49362,5176682,85403
2016,"Sebastian County, AR",05131,1721,26.67,38.47,38.58,3286.63,27.95,9.25,2993510,39627,127477,71408,48344,5051533,86219
2018,"Washington County, AR",05143,3227,27.89,38.28,38.49,3249.12,27.24,10.57,6249228,40247,236961,120001,50216,9537051,151670
2017,"Washington County, AR",05143,3199,27.73,38.45,38.66,3285.39,27.18,10.22,6056498,39283,232780,116959,50224,9144225,147806
2016,"Washington County, AR",05143,3280,27.86,38.35,38.54,3262.88,27.21,10.17,5683623,37737,228438,114434,48610,8620615,143757
2017,"Alameda County, CA",06001,18888,31.47,38.65,38.76,3275.17,25.82,10.82,83232111,71560,1658131,826752,80619,118655307,1071919
2018,"Alameda County, CA",06001,18240,31.61,38.65,38.76,3280.05,25.93,10.68,89796932,76644,1666753,842464,82543,127746433,1097804
2016,"Alameda County, CA",06001,19573,31.17,38.69,38.84,3290.58,25.68,10.87,77368342,67567,1650306,806538,77935,111506378,1041541
2017,"Butte County, CA",06007,2386,28.79,38.8,38.87,3339.08,27.35,11.22,5218286,42653,229207,88427,49833,9776376,114640
2016,"Butte County, CA",06007,2490,28.5,38.9,39.03,3373.08,27.0,11.02,4956827,42015,226529,86779,48193,9517506,112507
2018,"Butte County, CA",06007,2430,28.78,38.76,38.8,3344.58,27.39,11.14,5441644,44346,231256,90060,51186,10255376,116908
2018,"Contra Costa County, CA",06013,12002,31.06,38.64,38.78,3310.89,26.9,11.82,61919319,82506,1150215,397952,71455,94900003,579521
2016,"Contra Costa County, CA",06013,12340,30.68,38.65,38.82,3327.74,26.68,11.73,53827781,72483,1137194,386658,67565,82426924,556029
2017,"Contra Costa County, CA",06013,12180,30.87,38.62,38.76,3304.55,26.71,11.8,57416567,76886,1144863,394200,70144,88024256,569155
2017,"El Dorado County, CA",06017,1570,30.05,38.81,38.94,3315.5,25.73,10.98,7979953,64519,188722,60600,52447,12176200,91599
2016,"El Dorado County, CA",06017,1601,30.09,38.78,38.91,3324.07,25.48,11.12,7706431,62864,186082,57876,50932,11697939,88339
2018,"El Dorado County, CA",06017,1674,30.5,38.74,38.9,3331.94,25.83,10.69,8370900,67464,190678,62272,54316,12863893,94051
2016,"Fresno County, CA",06019,15129,27.95,38.51,38.55,3272.81,27.87,13.64,22859346,40327,977956,396406,53003,39438285,486909
2017,"Fresno County, CA",06019,14541,28.25,38.53,38.58,3286.95,28.01,13.75,24062257,41137,986542,403357,54552,40583060,497517
2018,"Fresno County, CA",06019,14465,28.43,38.49,38.53,3276.69,28.21,12.78,25329656,43084,994400,412913,56049,42842812,510394
2018,"Humboldt County, CA",06023,1364,29.38,38.85,38.96,3386.42,27.51,12.38,3628251,48739,136373,54121,54026,6646624,74294
2016,"Humboldt County, CA",06023,1482,29.03,38.92,39.09,3388.72,26.81,12.78,3341204,45205,136314,51935,51513,6162079,71550
2017,"Humboldt County, CA",06023,1372,29.16,38.96,39.11,3382.6,26.96,12.82,3495544,46493,136527,52750,53323,6347487,72396
2017,"Imperial County, CA",06025,2894,27.73,38.66,39.04,3327.67,27.9,9.25,4039186,36537,181574,66018,57817,6634190,80123
2018,"Imperial County, CA",06025,2629,27.91,38.65,39.2,3320.75,27.98,9.44,3997531,36974,181827,66338,56962,6722874,80918
2016,"Imperial County, CA",06025,2939,27.62,38.61,38.99,3311.77,27.59,9.1,3834840,35406,180268,66247,55206,6382481,79711
2018,"Kern County, CA",06029,12916,27.84,38.51,38.62,3278.08,28.47,11.58,22581018,39703,896764,344398,60225,35603843,424583
2016,"Kern County, CA",06029,13728,27.5,38.58,38.67,3290.64,27.48,10.94,21255927,37920,882361,332449,58826,33459535,406695
2017,"Kern County, CA",06029,13326,27.57,38.55,38.65,3274.54,28.24,11.37,21887289,38467,888988,334542,59874,34196499,412040
2017,"Kings County, CA",06031,2373,27.57,38.55,38.73,3332.21,28.26,12.81,3046590,34323,149696,53336,57144,5137941,62009
2018,"Kings County, CA",06031,2262,27.68,38.5,38.6,3320.51,28.75,12.75,3141032,35306,151366,54872,58224,5344067,63771
2016,"Kings County, CA",06031,2248,27.11,38.53,38.7,3318.58,28.08,12.21,2918813,33457,149509,52521,55888,5002133,60688
2018,"Los Angeles County, CA",06037,110271,30.4,38.54,38.63,3260.45,26.6,12.19,387270945,62224,10105518,4788476,69188,628808732,6581212
2017,"Los Angeles County, CA",06037,116950,30.11,38.56,38.64,3259.04,26.38,12.12,371944969,59058,10118759,4709016,67815,597597564,6436027
2016,"Los Angeles County, CA",06037,123092,29.9,38.56,38.66,3260.01,26.16,11.99,356880545,57127,10120540,4673111,66091,578154382,6357549
2016,"Madera County, CA",06039,2355,27.65,38.6,38.67,3310.46,28.14,11.11,3453596,37209,154160,50527,58262,5736206,63749
2018,"Madera County, CA",06039,2079,28.23,38.58,38.6,3298.49,28.71,11.16,3874485,39897,157672,52306,62486,6290616,66286
2017,"Madera County, CA",06039,2120,27.98,38.71,38.8,3319.43,28.23,11.48,3647114,38062,155904,51146,60602,5933946,64699
2018,"Marin County, CA",06041,2127,33.34,38.89,39.0,3373.09,24.97,10.28,20554463,134275,259666,125499,79092,34866708,198559
2017,"Marin County, CA",06041,2237,33.09,38.89,39.0,3352.58,24.73,10.49,19243787,124731,259725,124458,75992,32395707,195632
2016,"Marin County, CA",06041,2252,33.05,38.85,38.97,3348.21,24.36,10.71,18243151,118416,260633,123491,73652,30863148,195877
2017,"Merced County, CA",06047,4202,27.94,38.48,38.64,3294.53,29.09,10.45,6145959,38037,271340,83619,58036,10320877,104048
2018,"Merced County, CA",06047,3875,27.98,38.5,38.65,3309.74,29.14,10.5,6194393,38519,274765,85146,55885,10583691,106327
2016,"Merced County, CA",06047,4117,27.61,38.58,38.76,3317.11,28.61,10.41,5645955,36786,267971,80977,54822,9857551,100885
2017,"Monterey County, CA",06053,5810,28.66,38.72,38.81,3342.63,27.87,12.01,14848226,53989,435477,202973,66082,23511124,249641
2018,"Monterey County, CA",06053,5895,28.87,38.68,38.75,3318.25,27.98,12.25,15241726,56193,435594,209281,66058,24477179,257361
2016,"Monterey County, CA",06053,6219,28.66,38.71,38.81,3337.35,27.67,11.97,14183589,52686,434767,201400,63599,22906277,248105
2016,"Napa County, CA",06055,1406,30.46,38.77,38.9,3372.17,26.89,12.66,6061566,67580,141185,79348,68117,9541227,103088
2018,"Napa County, CA",06055,1204,30.83,38.67,38.88,3346.47,26.91,12.24,6472223,74984,139417,82811,70562,10454107,107800
2017,"Napa County, CA",06055,1291,30.51,38.7,38.87,3348.74,26.78,12.45,6089076,69791,140386,80516,69045,9797716,104814
2018,"Orange County, CA",06059,35679,30.98,38.63,38.7,3291.59,25.34,12.58,142211993,69268,3185968,1748261,69406,220684684,2308542
2017,"Orange County, CA",06059,37369,30.8,38.65,38.73,3295.73,25.21,12.49,136032879,65709,3179950,1705373,68113,208949975,2249094
2016,"Orange County, CA",06059,38106,30.67,38.61,38.71,3288.58,25.07,12.67,130069578,63086,3170707,1670066,66080,200026649,2206231
2016,"Placer County, CA",06061,3732,30.43,38.84,38.9,3389.64,25.7,12.39,15660552,61838,379288,166644,57688,23454584,227667
2018,"Placer County, CA",06061,3663,30.99,38.78,38.82,3373.06,25.99,12.16,17521130,66700,393149,179039,60408,26223081,243734
2017,"Placer County, CA",06061,3689,30.77,38.8,38.85,3378.93,25.86,12.34,16569231,64015,385565,171733,59258,24681918,234612
2016,"Riverside County, CA",06065,30661,28.59,38.57,38.66,3292.17,26.92,11.49,57507281,37936,2382570,736882,48575,90385180,1002622
2018,"Riverside County, CA",06065,28725,28.93,38.54,38.61,3288.23,27.29,11.37,63724681,40637,2450758,787228,50744,99591680,1071162
2017,"Riverside County, CA",06065,29857,28.85,38.55,38.65,3292.58,27.09,11.41,60443685,38975,2417224,761121,49698,94210345,1036246
2018,"Sacramento County, CA",06067,19102,29.6,38.66,38.76,3328.53,27.33,11.49,50777217,52544,1540975,709450,69293,80969087,904747
2016,"Sacramento County, CA",06067,19588,29.22,38.68,38.79,3331.86,27.15,12.12,45957345,48965,1511510,681800,66708,74011474,857347
2017,"Sacramento County, CA",06067,19202,29.39,38.65,38.76,3319.86,27.2,12.0,48519212,50445,1527718,690716,68301,77065668,877734
2017,"San Bernardino County, CA",06071,29643,28.5,38.47,38.53,3260.0,27.27,11.32,53199647,38648,2153203,794506,53116,83217749,1024889
2018,"San Bernardino County, CA",06071,28994,28.67,38.42,38.46,3246.52,27.49,11.23,55896851,40316,2171603,817839,54269,87550004,1056664
2016,"San Bernardino County, CA",06071,31032,28.25,38.47,38.55,3261.33,26.96,11.34,50597660,37592,2134174,770457,52028,80228377,992797
2018,"San Diego County, CA",06073,40070,30.31,38.64,38.69,3300.06,26.06,11.86,130073701,61386,3343364,1670317,68215,205236393,2176967
2016,"San Diego County, CA",06073,42720,29.79,38.67,38.76,3310.33,25.84,11.46,117517429,56322,3310280,1599345,64675,186440274,2073393
2017,"San Diego County, CA",06073,41230,29.99,38.67,38.74,3307.53,25.98,11.86,122841522,58097,3325468,1630108,66096,193199828,2119705
2017,"San Francisco County, CA",06075,8947,32.96,38.76,38.84,3271.56,24.07,11.2,71415674,121778,879166,766607,119392,107063503,950181
2016,"San Francisco County, CA",06075,9062,32.97,38.77,38.84,3270.46,23.88,11.25,66525593,114697,872795,751444,113400,100106827,931256
2018,"San Francisco County, CA",06075,8697,33.31,38.75,38.81,3272.53,24.07,11.12,76758477,130696,883305,795129,127859,115444581,985831
2017,"San Joaquin County, CA",06077,9928,28.62,38.5,38.61,3283.18,27.69,12.89,19422633,42391,742516,261946,55302,31475861,331977
2016,"San Joaquin County, CA",06077,10268,28.49,38.56,38.71,3292.64,27.53,12.55,18078527,41094,732185,253140,53755,30088302,319553
2018,"San Joaquin County, CA",06077,9841,28.89,38.55,38.68,3288.08,27.94,13.12,21080419,44995,752660,266960,56487,33866043,340035
2016,"San Luis Obispo County, CA",06079,2581,29.58,38.75,38.87,3367.71,26.22,12.45,8766878,53041,281958,121646,53339,14955432,169817
2018,"San Luis Obispo County, CA",06079,2445,30.08,38.64,38.75,3354.12,26.48,12.84,9681201,58491,284010,126417,56975,16612046,176059
2017,"San Luis Obispo County, CA",06079,2550,30.13,38.82,38.9,3371.53,25.84,12.42,9273766,55635,282838,124706,55313,15735750,173130
2018,"San Mateo County, CA",06081,8330,32.38,38.65,38.75,3292.79,25.1,11.57,64509053,126392,769545,431790,123619,97264611,575280
2016,"San Mateo County, CA",06081,8960,32.04,38.67,38.76,3288.41,25.04,11.53,54633052,107207,768204,417624,108385,82356649,553719
2017,"San Mateo County, CA",06081,8585,32.3,38.65,38.75,3279.04,25.1,11.66,60100532,117389,768808,426606,118655,90249278,564588
2017,"Santa Barbara County, CA",06083,5531,28.94,38.58,38.66,3291.98,26.71,13.51,15252051,59633,445606,212266,64599,26572680,276436
2018,"Santa Barbara County, CA",06083,5268,29.15,38.6,38.62,3310.64,26.99,13.14,15828022,62690,446527,215975,65736,27992849,281958
2016,"Santa Barbara County, CA",06083,5501,28.94,38.62,38.66,3296.69,26.61,13.5,14479328,57432,444675,210171,61732,25538436,274706
2016,"Santa Clara County, CA",06085,23042,31.31,38.67,38.74,3264.41,25.16,11.97,127150605,92505,1929581,1114935,118424,178495972,1370610
2017,"Santa Clara County, CA",06085,22133,31.53,38.66,38.72,3268.03,25.33,12.25,139011078,100177,1933383,1141349,125861,193680090,1405626
2018,"Santa Clara County, CA",06085,21292,31.69,38.62,38.67,3262.08,25.44,11.92,149794210,107877,1937570,1174725,133133,209019944,1449014
2017,"Santa Cruz County, CA",06087,2658,30.47,38.79,38.95,3356.12,26.3,12.72,11388180,64901,275105,111193,60037,17854678,155451
2018,"Santa Cruz County, CA",06087,2449,30.64,38.81,38.99,3345.75,26.59,12.74,12069307,69355,274255,112196,60944,19021010,157613
2016,"Santa Cruz County, CA",06087,2799,30.24,38.87,38.97,3362.43,26.25,12.8,10690263,61166,274702,110399,58108,16802452,154804
2016,"Shasta County, CA",06089,2048,28.03,38.65,38.76,3322.05,26.46,10.88,3893478,43412,178581,69132,48209,7752495,90412
2018,"Shasta County, CA",06089,1966,28.45,38.79,38.9,3334.3,26.86,11.11,4274137,46582,180040,71120,51448,8386554,92944
2017,"Shasta County, CA",06089,2008,28.17,38.74,38.79,3329.18,26.56,10.86,4088558,44480,179539,69729,50251,7985961,90997
2016,"Solano County, CA",06095,5259,29.34,38.69,38.88,3349.42,27.54,11.33,13217335,46999,439300,150775,60998,20646738,194342
2018,"Solano County, CA",06095,5033,29.57,38.68,38.81,3330.54,27.67,11.36,15042829,51664,446610,156929,64372,23073555,204651
2017,"Solano County, CA",06095,5131,29.43,38.72,38.85,3328.6,27.83,11.47,13879414,48364,443877,153413,62571,21467887,199445
2018,"Sonoma County, CA",06097,4526,30.73,38.83,38.95,3361.32,26.98,11.41,19386744,64501,499942,223929,62634,32246609,311917
2016,"Sonoma County, CA",06097,4962,30.24,38.83,38.98,3361.14,26.71,11.39,17601932,57566,503249,214884,59144,28969869,299369
2017,"Sonoma County, CA",06097,4642,30.48,38.86,38.98,3379.52,26.88,11.48,18252278,60170,503246,218417,60653,30280366,304145
2018,"Stanislaus County, CA",06099,7364,28.52,38.6,38.75,3334.05,28.31,13.14,15122489,44120,549815,201388,58764,24257921,253760
2017,"Stanislaus County, CA",06099,7441,28.35,38.63,38.77,3323.73,28.1,12.37,14460193,42354,545267,196794,57046,23094445,247366
2016,"Stanislaus County, CA",06099,7862,28.12,38.64,38.82,3323.59,27.91,12.09,13641610,41417,539542,193834,55206,22346161,242515
2016,"Tulare County, CA",06107,7146,27.49,38.48,38.69,3306.7,27.98,11.74,10392503,38198,460023,168090,52494,17571834,205334
2017,"Tulare County, CA",06107,7130,27.64,38.53,38.67,3298.95,27.93,11.63,10928033,39018,463097,169105,54536,18069207,207338
2018,"Tulare County, CA",06107,6905,27.82,38.51,38.7,3304.18,28.53,11.33,11297280,40420,465861,171650,55299,18830069,210856
2018,"Ventura County, CA",06111,9065,30.08,38.64,38.73,3321.65,26.94,12.38,33880064,61712,850967,350888,62411,52515048,475749
2016,"Ventura County, CA",06111,9592,29.62,38.67,38.76,3331.46,26.52,12.59,31780958,57136,848921,341281,60788,48503552,463153
2017,"Ventura County, CA",06111,9318,29.9,38.67,38.76,3327.44,26.79,12.48,32570035,58761,850802,344519,62143,49994234,466151
2017,"Yolo County, CA",06113,2272,30.03,38.84,38.95,3371.52,27.11,12.39,7266994,52207,218376,114130,70568,11400842,138321
2018,"Yolo County, CA",06113,2135,30.25,38.72,38.83,3367.47,27.38,12.16,7523032,54118,220408,116940,71804,11927943,141980
2016,"Yolo County, CA",06113,2423,29.96,38.84,38.99,3378.56,27.11,12.49,7056807,51225,215530,112674,68850,11040585,135960
2018,"Adams County, CO",08001,6293,28.81,38.6,38.73,3199.97,27.48,10.33,15797007,43315,511868,227212,60385,22171317,287347
2017,"Adams County, CO",08001,6610,28.69,38.62,38.72,3198.41,27.2,10.16,14871686,41170,504428,219436,58722,20767530,277131
2016,"Adams County, CO",08001,6672,28.49,38.65,38.77,3206.25,27.16,10.07,14044031,39468,498249,212514,57294,19664862,265743
2017,"Arapahoe County, CO",08005,7574,29.72,38.6,38.61,3181.88,26.23,10.11,23612098,56789,644132,348006,63599,36579457,461517
2016,"Arapahoe County, CO",08005,7910,29.59,38.59,38.65,3183.67,26.05,10.21,22858111,55001,638571,341462,62902,35121849,450186
2018,"Arapahoe County, CO",08005,7401,29.85,38.52,38.57,3181.65,26.4,10.19,25116693,60180,651215,352524,65713,39190019,470631
2017,"Boulder County, CO",08013,2627,31.37,38.91,38.91,3252.12,24.79,10.71,13877332,69298,324073,194215,61179,22457556,269270
2018,"Boulder County, CO",08013,2560,31.26,38.8,38.86,3232.47,25.15,10.76,14584839,73394,326078,197776,63190,23932182,274950
2016,"Boulder County, CO",08013,2729,31.16,38.74,38.77,3200.41,24.63,10.31,12938469,64875,322527,191140,58894,20923799,264109
2018,"Denver County, CO",08031,9424,30.26,38.63,38.66,3177.99,25.93,10.62,39293145,79849,716492,547741,85536,57211387,696553
2017,"Denver County, CO",08031,9594,30.16,38.72,38.75,3183.81,25.65,10.35,35999680,74396,705439,533679,80872,52481871,677086
2016,"Denver County, CO",08031,10006,29.89,38.7,38.71,3182.71,25.74,10.29,28841047,63912,696618,522860,71199,44522399,659233
2018,"Douglas County, CO",08035,3395,31.38,38.51,38.51,3198.69,25.1,11.04,18650063,73662,342776,132813,56711,25249718,200121
2016,"Douglas County, CO",08035,3488,31.32,38.59,38.61,3221.07,24.69,11.12,16545114,68525,328088,123939,53569,22482320,186380
2017,"Douglas County, CO",08035,3368,31.46,38.54,38.56,3215.52,24.95,11.04,17462636,70029,335668,128310,55148,23506657,193771
2018,"El Paso County, CO",08041,9107,28.47,38.42,38.55,3167.07,26.8,9.52,21311172,48467,713856,325626,55637,34598539,423162
2016,"El Paso County, CO",08041,9490,28.13,38.5,38.65,3174.07,26.56,9.14,19150901,44858,688687,311996,52799,30893149,401135
2017,"El Paso County, CO",08041,9493,28.25,38.4,38.53,3154.66,26.85,9.46,20339867,46692,700800,319535,54123,32721960,414197
2016,"Jefferson County, CO",08059,6104,30.39,38.83,38.83,3234.17,25.39,10.54,22126239,57885,571779,246932,54999,33097572,345806
2017,"Jefferson County, CO",08059,5819,30.61,38.82,38.79,3218.26,25.48,10.5,23048381,60206,575817,246343,56400,34667371,349106
2018,"Jefferson County, CO",08059,5654,30.8,38.75,38.74,3213.86,25.4,10.32,24301844,63536,580233,252694,58621,36865409,358723
2018,"Larimer County, CO",08069,3219,30.1,38.54,38.55,3209.08,25.75,12.35,11790290,54188,350518,174713,51353,18993920,239842
2016,"Larimer County, CO",08069,3375,30.0,38.67,38.75,3239.95,25.74,11.67,10226105,48225,338926,165117,47350,16344762,226451
2017,"Larimer County, CO",08069,3313,29.87,38.56,38.57,3210.48,25.68,12.19,11080192,51497,343993,169941,49745,17714530,233281
2017,"Mesa County, CO",08077,1624,27.85,38.69,38.83,3223.0,26.89,10.33,3761244,42239,151406,64961,44873,6395255,88939
2018,"Mesa County, CO",08077,1655,27.89,38.55,38.77,3194.48,26.89,10.81,4017683,44935,153207,66427,46857,6884366,91009
2016,"Mesa County, CO",08077,1770,27.52,38.78,38.88,3249.2,26.27,9.85,3482489,39828,149838,63314,42450,5967780,86815
2018,"Pueblo County, CO",08101,1829,27.24,38.12,38.21,3078.05,27.45,9.96,3399196,39511,167529,64704,47807,6619192,80965
2017,"Pueblo County, CO",08101,1776,27.14,38.38,38.37,3109.73,27.39,9.79,3264591,37540,166426,64525,46337,6247636,80347
2016,"Pueblo County, CO",08101,1883,27.1,38.4,38.48,3153.6,27.54,10.35,3130073,36228,164877,63769,45213,5973221,78729
2017,"Weld County, CO",08123,4250,28.22,38.67,38.72,3241.3,26.98,11.74,9560826,44173,305274,111873,52672,13484839,156411
2018,"Weld County, CO",08123,4243,28.46,38.59,38.63,3230.2,27.08,11.61,10237322,46172,314305,116282,55207,14512128,162136
2016,"Weld County, CO",08123,4306,28.17,38.67,38.73,3239.86,26.89,10.8,9214447,43632,294965,105926,52781,12869939,148640
2016,"Fairfield County, CT",09001,10064,31.3,38.64,38.76,3297.4,25.56,12.09,64348468,107221,944802,456618,90037,101302290,664048
2018,"Fairfield County, CT",09001,9726,31.5,38.66,38.76,3313.46,25.85,12.46,71860684,120630,943823,453589,94806,113853354,666896
2017,"Fairfield County, CT",09001,9904,31.44,38.62,38.77,3296.75,25.66,12.42,68110809,112769,943457,452843,92816,106392305,659847
2016,"Hartford County, CT",09003,9442,29.8,38.43,38.57,3250.85,26.77,10.83,36640202,60291,894170,539079,74671,53910177,653719
2018,"Hartford County, CT",09003,9239,30.06,38.42,38.65,3257.06,27.22,11.74,38792017,64853,892697,543682,77615,57894083,663967
2017,"Hartford County, CT",09003,9204,29.99,38.42,38.61,3246.92,26.89,10.87,37516602,61938,892931,541394,75824,55306784,657862
2017,"Litchfield County, CT",09005,1402,30.25,38.7,38.9,3326.81,26.79,12.5,7135947,61387,181710,63663,54315,11154561,95904
2016,"Litchfield County, CT",09005,1422,30.37,38.77,38.81,3340.43,26.51,12.2,7102172,59880,182801,64084,53179,10946081,96580
2018,"Litchfield County, CT",09005,1364,30.58,38.69,38.87,3352.57,27.0,12.77,7445748,64949,181111,64523,55944,11763030,97608
2016,"Middlesex County, CT",09007,1277,31.22,38.72,38.86,3364.96,26.25,12.99,7190289,63956,163152,72810,59207,10434552,98737
2018,"Middlesex County, CT",09007,1244,31.01,38.64,38.85,3327.77,26.59,13.36,7583872,68673,162682,72644,61876,11171794,98981
2017,"Middlesex County, CT",09007,1255,31.42,38.77,38.9,3354.08,26.36,12.92,7339077,65598,162855,72785,60684,10682952,98427
2018,"New Haven County, CT",09009,8519,30.06,38.57,38.75,3280.8,27.47,13.18,30533823,56650,857620,393515,62550,48583905,512713
2016,"New Haven County, CT",09009,8886,29.76,38.62,38.82,3271.47,26.96,12.79,28670793,52621,857991,390203,60357,45148233,504292
2017,"New Haven County, CT",09009,8641,29.85,38.58,38.8,3254.54,27.27,13.0,29151902,53605,857794,391758,61627,45981789,507383
2017,"New London County, CT",09011,2603,29.45,38.67,38.85,3329.54,27.01,12.79,9675876,56545,267826,135752,63616,15144163,167734
2016,"New London County, CT",09011,2647,29.54,38.65,38.79,3335.05,26.98,12.58,9412523,54805,268612,134322,62325,14721174,165601
2018,"New London County, CT",09011,2457,29.74,38.64,38.86,3332.75,27.3,12.54,9971053,59264,266784,135768,65249,15810805,168651
2018,"Tolland County, CT",09013,1114,30.85,38.54,38.76,3325.25,26.25,12.38,5941181,56614,150921,46487,54540,8544286,65225
